Column Name,Question,Values,,
MM11_14,MM11.14.How do you usually access this mobile money service...Union Bank Money? ,"1=Over the counter or by using an agent’s account
2=Account of a family member in this household
3=Account of a family member in another household, other relative, friend or a neighbor
4=Account of a workmate or a business partner
5=My own account
6=ATM
96=Other(specify)",,
MM11_15,MM11.15.How do you usually access this mobile money service...Other1 (specify)? ,"1=Yes
2=No",,
MM11_16,MM11.16.How do you usually access this mobile money service...Other2 (specify)? ,"1=Yes
2=No",,
MM12,MM12.What is the main reason you have never used mobile money services?,"1=I do not know what it is/ I do not understand this service
2=I do not know how to open one
3=I do not have a state ID or other required documents
4=There is no point-of-service/agent close to where I live
5=I do not need one, I do not make any transactions
6=Registration paperwork is too complicated
7=Registration fee is too high
8=Using such account is difficult
9=Fees for using this service are too high
10=I never have money to make transactions with this service
11=No one among my friends or family use this service
12=I cannot use mobile money services on my phone
13=I do not trust that my money is safe on a mobile money account
14=My husband, family, in-laws do not approve of me having a mobile money account
15=It is against my religion
16=I don’t use because all agents are men
17=Mobile money does not provide anything better/any advantage over the financial services I currently use
96=Other (Specify)",,
MM13,MM13. What is the main reason you have not signed up for a mobile money account even though you are using the services?,"1=I do not have a state ID or other required documents
2=There is no point-of-service/agent close to where I live
3=I do not need to, I do not make any transactions
4=Using such account is difficult
5=Fees for using such account are too high
6=I never have money to make a transaction with such account
7=No one among my friends or family has such account
8=I do not understand the purpose of this account, I don’t know what I can use it for
9=I can have all the services through an agent, I do not need an account
10=Registration fees are too high
11=I prefer that agents perform transactions for me, they will fix the problems if anything happens/ Agent can help me use the service
12=I do not trust my money is safe on an m-money account / I prefer to keep money in cash and use m-money only to send/receive money
13=I have heard of fraud on mobile money
14=I do not see any additional advantages to registration
15=Someone in the family already has an account
96=Other (Specify)",,
MM14,MM14.What is the main reason you started using mobile money?,"1=I had to send money to another person 
2=I had to receive money from another person 
3=Somebody/a person requested I opened an account 
4=I had to send money to an organization/government agency: e.g., had to pay a bill
5=I had to receive money from an organization/government agency: e.g., pension, unemployment payment or welfare benefits
6=An organization/government agency requested I signed up for an account
7=An agent or sales person convinced me
8=I saw posters/billboards/radio/TV advertising that convinced me
9=A person I know, who uses mobile money, recommended I use mobile money because it is better than other financial instruments I use
10=I saw other people using it and wanted to try by myself
11=I wanted to start saving money with an m-money account
12=I wanted a safe place to store my money
13=I got a promotional amount of money to spend if I start using m-money /I got a discount on mobile phone recharges/mobile bills
96=Other (Specify)",,
MM15_1,MM15.1.Have you ever used a mobile money account to do the following? Deposit money,"1=Yes
2=No",,
MM15_2,MM15.2.Have you ever used a mobile money account to do the following? Withdraw money,"1=Yes
2=No",,
MM15_3,MM15.3.Have you ever used a mobile money account to do the following? Buy airtime top-ups/pay mobile phone bill,"1=Yes
2=No",,
MM15_4,MM15.4.Have you ever used a mobile money account to do the following? Pay a school fee,"1=Yes
2=No",,
MM15_5,MM15.5.Have you ever used a mobile money account to do the following? Pay a medical bill,"1=Yes
2=No",,
MM15_6,"MM15.6.Have you ever used a mobile money account to do the following? Pay a utility bill (i.e., electricity, water, solar, TV/cable) ","1=Yes
2=No",,
MM15_7,MM15.7.Have you ever used a mobile money account to do the following? Pay rent,"1=Yes
2=No",,
MM15_8,"MM15.8.Have you ever used a mobile money account to do the following? Pay a government bill, including tax, fine or fee","1=Yes
2=No",,
MM15_9,"MM15.9.Have you ever used a mobile money account to do the following? Send money to family members, friends, workmates or other acquaintances for regular support/allowances, to help with emergencies, or for other reasons","1=Yes
2=No",,
MM15_10,"MM15.10.Have you ever used a mobile money account to do the following? Receive money from family members, friends, workmates or other acquaintances for regular support/allowances, to help with emergencies, or for other reasons","1=Yes
2=No",,
MM15_11,"MM15.11.Have you ever used a mobile money account to do the following? Receive welfare, pension or other benefit payments from the government ","1=Yes
2=No",,
MM15_12,MM15.12.Have you ever used a mobile money account to do the following? Receive wages for primary or secondary job,"1=Yes
2=No",,
MM15_13,"MM15.13.Have you ever used a mobile money account to do the following? Pay for large acquisitions, including land, cattle, residence","1=Yes
2=No",,
MM15_14,MM15.14.Have you ever used a mobile money account to do the following? Make insurance-related payments or receive claims on insurance,"1=Yes
2=No",,
MM15_15,"MM15.15.Have you ever used a mobile money account to do the following? Take a loan or make payments on a loan, give a loan or receive payments on a loan","1=Yes
2=No",,
MM15_16,MM15.16.Have you ever used a mobile money account to do the following? Save money for a future purchase or payment,"1=Yes
2=No",,
MM15_17,"MM15.17.Have you ever used a mobile money account to do the following? Set aside money for pension, paid pension contributions","1=Yes
2=No",,
MM15_18,MM15.18.Have you ever used a mobile money account to do the following? Set money aside just in case/for an undetermined purpose,"1=Yes
2=No",,
MM15_19,"MM15.19.Have you ever used a mobile money account to do the following? Make an investment, including buy stock or shares","1=Yes
2=No",,
MM15_20,"MM15.20.Have you ever used a mobile money account to do the following? Pay for goods or services at a grocery store, clothing shop or any other store/shop","1=Yes
2=No",,
MM15_21,MM15.21.Have you ever used a mobile money account to do the following? Transfer money between a mobile money account and an account with another financial institution,"1=Yes
2=No",,
MM15_22,MM15.22.Have you ever used a mobile money account to do the following? Pay money to or receive money from your savings and/or lending group,"1=Yes
2=No",,
MM15_23,"MM15.23.Have you ever used a mobile money account to do the following? Account maintenance: Check your account balance, change PIN, receive mini-statement, etc.","1=Yes
2=No",,
MM15_96,MM15.96.Have you ever used a mobile money account to do the following? Other (Specify),"1=Yes
2=No",,
MM17_1,MM17.1.How often do you use mobile money for this activity? Deposit money,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_2,MM17.2.How often do you use mobile money for this activity? Withdraw money,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_3,MM17.3.How often do you use mobile money for this activity? Buy airtime top-ups/pay mobile phone bill,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_4,MM17.4.How often do you use mobile money for this activity? Pay a school fee,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_5,MM17.5.How often do you use mobile money for this activity? Pay a medical bill,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_6,"MM17.6.How often do you use mobile money for this activity? Pay a utility bill (i.e., electricity, water, solar, TV/cable) ","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_7,MM17.7.How often do you use mobile money for this activity? Pay rent,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_8,"MM17.8.How often do you use mobile money for this activity? Pay a government bill, including tax, fine or fee","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_9,"MM17.9.How often do you use mobile money for this activity? Send money to family members, friends, workmates or other acquaintances for regular support/allowances, to help with emergencies, or for other reasons","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_10,"MM17.10.How often do you use mobile money for this activity? Receive money from family members, friends, workmates or other acquaintances for regular support/allowances, to help with emergencies, or for other reasons","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_11,"MM17.11.How often do you use mobile money for this activity? Receive welfare, pension or other benefit payments from the government ","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_12,MM17.12.How often do you use mobile money for this activity? Receive wages for primary or secondary job,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_13,"MM17.13.How often do you use mobile money for this activity? Pay for large acquisitions, including land, cattle, residence","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_14,MM17.14.How often do you use mobile money for this activity? Make insurance-related payments or receive claims on insurance,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_15,"MM17.15.How often do you use mobile money for this activity? Take a loan or make payments on a loan, give a loan or receive payments on a loan","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_16,MM17.16.How often do you use mobile money for this activity? Save money for a future purchase or payment,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_17,"MM17.17.How often do you use mobile money for this activity? Set aside money for pension, paid pension contributions","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_18,MM17.18.How often do you use mobile money for this activity? Set money aside just in case/for an undetermined purpose,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_19,"MM17.19.How often do you use mobile money for this activity? Make an investment, including buy stock or shares","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_20,"MM17.20.How often do you use mobile money for this activity? Pay for goods or services at a grocery store, clothing shop or any other store/shop","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_21,MM17.21.How often do you use mobile money for this activity? Transfer money between a mobile money account and an account with another financial institution,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_22,MM17.22.How often do you use mobile money for this activity? Pay money to or receive money from your savings and/or lending group,"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_23,"MM17.23.How often do you use mobile money for this activity? Account maintenance: Check your account balance, change PIN, receive mini-statement, etc.","1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17_96,MM17.96.How often do you use mobile money for this activity? Other (Specify),"1=Yesterday
2=In the past 7 days
3=In the past 30 days
4=In the past 90 days
5=More than 90 days ago
6=Never",,
MM17A,MM17A.Do you currently have a loan through your mobile money account?,"1=Yes
2=No",,
MM18,MM18.You mentioned that you use mobile money to send money to other people. Who do you send money to most often?,"1=Parents
2=Spouse
3=Children
4=Other family members
5=Friends
96=Other (Specify)
99=DK",,
MM19,MM19.You mentioned that you use mobile money to receive money from other people. From whom do you receive money most often?,"1=Parents
2=Spouse
3=Children
4=Other family members
5=Friends
96=Other (Specify)
99=DK",,
MM20,"MM20.For the money you receive from other people via mobile money services, how do you handle it most frequently? Do you…?","1=Withdraw all in cash 
2=Withdraw some now but leave some on mobile money for later use
3=Keep or Save all of it on mobile money for later use
4=Save all in a mobile money account
5=Transfer all or some to a bank account
6=Use it electronically to buy goods, pay bills, send to other people, etc.
96=Other (Specify)
99=DK",,
MM21,"MM21.When you use mobile money for merchant payments, how do you usually make a payment? ","1=Send to the merchant’s till number
2=Send to the merchant’s mobile money account
3=Not sure",,
MM24_1,"MM24.1.If you were to look for the latest information on how much it costs to send someone money using mobile money, where would go to look for that information? Mobile Money Agent ","1=Yes
2=No",,
MM24_2,"MM24.2.If you were to look for the latest information on how much it costs to send someone money using mobile money, where would go to look for that information? Prices printed on company pamphlets/brochures/posters","1=Yes
2=No",,
MM24_3,"MM24.3.If you were to look for the latest information on how much it costs to send someone money using mobile money, where would go to look for that information? Family member","1=Yes
2=No",,
MM24_4,"MM24.4.If you were to look for the latest information on how much it costs to send someone money using mobile money, where would go to look for that information? Friend ","1=Yes
2=No",,
MM24_5,"MM24.5.If you were to look for the latest information on how much it costs to send someone money using mobile money, where would go to look for that information? Internet ","1=Yes
2=No",,
MM24_6,"MM24.6.If you were to look for the latest information on how much it costs to send someone money using mobile money, where would go to look for that information? Call or SMS  to the Mobile money service provider ","1=Yes
2=No",,
MM24_7,"MM24.7.If you were to look for the latest information on how much it costs to send someone money using mobile money, where would go to look for that information? Provider’s in-person customer care center","1=Yes
2=No",,
MM24_8,"MM24.8.If you were to look for the latest information on how much it costs to send someone money using mobile money, where would go to look for that information? Look in the mobile money app","1=Yes
2=No",,
MM24_96,"MM24.96.If you were to look for the latest information on how much it costs to send someone money using mobile money, where would go to look for that information? Other (Specify)","1=Yes
2=No",,
MM25,"MM25.To your best knowledge, when was the last time the pricing for mobile money transfer charges changed?  ","1=This month
2=In the past 6 months 
3=6-12 months ago
4=More than a year ago
5=Not sure",,
MM28,"MM28.When you use mobile money, which of the following do you use most frequently? ","1=Your own phone and your own SIM
2=Your own phone but someone else’s SIM
3=Your own SIM but borrow a phone from an agent
4=Your own SIM but borrow a phone from friends or family
5=Borrow both SIM and phone from an agent
6=Borrow both SIM and phone from friends or family
96=Other (Specify)",,
MM29,MM29.Do you usually make transactions with your mobile money account yourself or does somebody else make them on your behalf?,"1=Make transactions myself
2=Somebody makes them on my behalf
3=I have never used my account for any transaction",,
MM30,MM30. Who is the person who makes transactions on your behalf most frequently?,"1=Male relative
2=Female relative
3=Male friend
4=Female friend
5=Mobile money agent
96=Other(specify)",,
MM31_1,MM31.1.Have you ever done the following activities related to the use of mobile money services by yourself? Open an mobile money menu  ,"1=Yes
2=No
99=DK",,
MM31_2,"MM31.2.Have you ever done the following activities related to the use of mobile money services by yourself? Find a particular menu option, for example, an option for a money transfer","1=Yes
2=No
99=DK",,
MM31_3,MM31.3.Have you ever done the following activities related to the use of mobile money services by yourself? Initiate a transaction  ,"1=Yes
2=No
99=DK",,
MM31_4,MM31.4.Have you ever done the following activities related to the use of mobile money services by yourself? Complete a transaction  ,"1=Yes
2=No
99=DK",,
MM31_5,MM31.5.Have you ever done the following activities related to the use of mobile money services by yourself? Go back to the main menu after a transaction ,"1=Yes
2=No
99=DK",,
MM31_6,MM31.6.Have you ever done the following activities related to the use of mobile money services by yourself? Correct a typing error in the amount or phone number for a transaction recipient,"1=Yes
2=No
99=DK",,
MM31_7,MM31.7.Have you ever done the following activities related to the use of mobile money services by yourself? Reverse or cancel a transaction  ,"1=Yes
2=No
99=DK",,
MM31_8,MM31.8.Have you ever done the following activities related to the use of mobile money services by yourself? Sending money  ,"1=Yes
2=No
99=DK",,
MM31_9,MM31.9.Have you ever done the following activities related to the use of mobile money services by yourself? Receiving money ,"1=Yes
2=No
99=DK",,
MM31_10,MM31.10.Have you ever done the following activities related to the use of mobile money services by yourself? Depositing money ,"1=Yes
2=No
99=DK",,
MM31_11,MM31.11.Have you ever done the following activities related to the use of mobile money services by yourself? Withdrawing money ,"1=Yes
2=No
99=DK",,
MM31_12,MM31.12.Have you ever done the following activities related to the use of mobile money services by yourself? Buying mobile phone recharges/ Paying mobile bill ,"1=Yes
2=No
99=DK",,
MM31_13,MM31.13.Have you ever done the following activities related to the use of mobile money services by yourself? Checking balance ,"1=Yes
2=No
99=DK",,
MM32_1,"MM32.1.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Open an mobile money menu  ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_2,"MM32.2.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Find a particular menu option, for example, an option for a money transfer","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_3,"MM32.3.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Initiate a transaction  ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_4,"MM32.4.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Complete a transaction  ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_5,"MM32.5.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Go back to the main menu after a transaction ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_6,"MM32.6.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Correct a typing error in the amount or phone number for a transaction recipient","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_7,"MM32.7.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Reverse or cancel a transaction  ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_8,"MM32.8.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Sending money  ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_9,"MM32.9.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Receiving money ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_10,"MM32.10.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Depositing money ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_11,"MM32.11.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Withdrawing money ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_12,"MM32.12.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Buying mobile phone recharges/ Paying mobile bill ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM32_13,"MM32.13.On a scale from 1 (very easy) to 4 (very difficult), how easy or difficult is it for you to do the following activities related to the use of mobile money services on your own? Checking balance ","1=Very Easy
2=Easy
3=Difficult
4=Very difficult
99=DK",,
MM33,MM33.Do you tend to use the same mobile money agent all or most of the time?,"1=Yes 
2=No",,
MM34,MM34.What is the main reason you are using this agent regularly? ,"1=Out of courtesy
2=The agent is fast
3=I trust this agent
4=Reliability: the agent is always present during work hours
5=Reliability: the agent always has e-float and/or cash to help with my transaction
6=Proximity to where I live
7=Proximity to places where I go – school, retail store, my job, etc.
8=Agent is knowledgeable/helpful
9=Agent is friendly and engaged
10=This agent is my personal friend, family member or a relative
11=My family members, friends or workmates use this agent
12=Out of habit
13=Because the agent is a female
14=Because the agent is a male
15=Agent was recommended to me
16=The agent’s place is safe/secure
96=Other (Specify)",,
MM35,MM35.Is your regular agent a male or a female?,"1=Male
2=Female",,
MM36_1,MM36.1 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Aircel Money,"1=Yes
2=No",,
MM36_2,MM36.2 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Airtel Money,"1=Yes
2=No",,
MM36_3,MM36.3 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Alpha Money ,"1=Yes
2=No",,
MM36_4,MM36.4 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Beam Money,"1=Yes
2=No",,
MM36_5,MM36.5 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  EkoCounter,"1=Yes
2=No",,
MM36_6,MM36.6 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Idea Mycash,"1=Yes
2=No",,
MM36_7,MM36.7 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Loop wallet (M-Pay) ,"1=Yes
2=No",,
MM36_8,MM36.8 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Money on Mobile,"1=Yes
2=No",,
MM36_9,MM36.9 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  MRupee,"1=Yes
2=No",,
MM36_10,MM36.10 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Oxicash,"1=Yes
2=No",,
MM36_11,MM36.11 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  State Bank Mobicash,"1=Yes
2=No",,
MM36_12,MM36.12 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Suvidhaa money ,"1=Yes
2=No",,
MM36_13,MM36.13 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Vodafone M-Pesa,"1=Yes
2=No",,
MM36_14,MM36.14 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Union Bank Money,"1=Yes
2=No",,
MM36_96,MM36.96 Which of the following mobile money agents are the closest to where you live? Regardless of what service you use.  Other1 (specify),"1=Yes
2=No",,
MM37_1,MM37.1. Do you usually go to a mobile money agent at or near the following places? Your home,"1=Yes
2=No",,
MM37_2,MM37.2. Do you usually go to a mobile money agent at or near the following places? Your work,"1=Yes
2=No",,
MM37_3,MM37.3. Do you usually go to a mobile money agent at or near the following places? Where you shop for food,"1=Yes
2=No",,
MM37_4,MM37.4. Do you usually go to a mobile money agent at or near the following places? Near your children’s school/childcare facility,"1=Yes
2=No",,
MM37_5,"MM37.5. Do you usually go to a mobile money agent at or near the following places? Near a public transportation hub (e.g., a bus stop or station)","1=Yes
2=No",,
MM37_6,MM37.6. Do you usually go to a mobile money agent at or near the following places? Near/ at the shop where you go to charge your mobile phone,"1=Yes
2=No",,
MM37_7,MM37.7. Do you usually go to a mobile money agent at or near the following places? Near/at the shop where you buy airtime,"1=Yes
2=No",,
MM37_96,MM37.96. Do you usually go to a mobile money agent at or near the following places? Other (Specify),"1=Yes
2=No",,
MM38_1,MM38.1.Have you ever experienced any of the following issues with any mobile money agent? Agent was absent,"1=Yes
2=No",,
MM38_2,MM38.2.Have you ever experienced any of the following issues with any mobile money agent? Agent was rude,"1=Yes
2=No",,
MM38_3,MM38.3.Have you ever experienced any of the following issues with any mobile money agent? Agent did not have enough cash or e-float and could not perform the transaction,"1=Yes
2=No",,
MM38_4,MM38.4.Have you ever experienced any of the following issues with any mobile money agent? Agent refused to perform the transaction for no reason,"1=Yes
2=No",,
MM38_5,MM38.5.Have you ever experienced any of the following issues with any mobile money agent? Agent did not know how to perform the transaction,"1=Yes
2=No",,
MM38_6,MM38.6.Have you ever experienced any of the following issues with any mobile money agent? Agent overcharged for the transaction or asked you to pay a deposit,"1=Yes
2=No",,
MM38_7,MM38.7.Have you ever experienced any of the following issues with any mobile money agent? Agent did not give all the cash that was owed,"1=Yes
2=No",,
MM38_8,MM38.8.Have you ever experienced any of the following issues with any mobile money agent? GSM or mobile network was down,"1=Yes
2=No",,
MM38_9,MM38.9.Have you ever experienced any of the following issues with any mobile money agent? Agent system or mobile network was down,"1=Yes
2=No",,
MM38_10,MM38.10.Have you ever experienced any of the following issues with any mobile money agent? It was very time-consuming/it took you a lot of time to do the transaction,"1=Yes
2=No",,
MM38_11,MM38.11.Have you ever experienced any of the following issues with any mobile money agent? You did not get a receipt,"1=Yes
2=No",,
MM38_12,MM38.12.Have you ever experienced any of the following issues with any mobile money agent? Agent charged you for depositing money ,"1=Yes
2=No",,
MM38_13,MM38.13.Have you ever experienced any of the following issues with any mobile money agent? Agent asked for your PIN number,"1=Yes
2=No",,
MM38_14,MM38.14.Have you ever experienced any of the following issues with any mobile money agent? Agent was dismissive of women,"1=Yes
2=No",,
MM38_15,MM38.15.Have you ever experienced any of the following issues with any mobile money agent? Agent committed fraud,"1=Yes
2=No",,
MM38_16,MM38.16.Have you ever experienced any of the following issues with any mobile money agent? Agent’s place was not secure/there were suspicious people at agent’s place,"1=Yes
2=No",,
MM38_17,MM38.17.Have you ever experienced any of the following issues with any mobile money agent? Agent shared your personal/account information with other people without your knowledge/permission,"1=Yes
2=No",,
MM38_18,MM38.18.Have you ever experienced any of the following issues with any mobile money agent? Agent refused to do the transaction because you did not have your ID,"1=Yes
2=No",,
MM38_96,MM38.96.Have you ever experienced any of the following issues with any mobile money agent? Other (specify) ,"1=Yes
2=No",,
MM40_1,MM40.1.Was the issue resolved to your satisfaction? Agent was absent,"1=Yes
2=No",,
MM40_2,MM40.2.Was the issue resolved to your satisfaction? Agent was rude,"1=Yes
2=No",,
MM40_3,MM40.3.Was the issue resolved to your satisfaction? Agent did not have enough cash or e-float and could not perform the transaction,"1=Yes
2=No",,
MM40_4,MM40.4.Was the issue resolved to your satisfaction? Agent refused to perform the transaction for no reason,"1=Yes
2=No",,
MM40_5,MM40.5.Was the issue resolved to your satisfaction? Agent did not know how to perform the transaction,"1=Yes
2=No",,
MM40_6,MM40.6.Was the issue resolved to your satisfaction? Agent overcharged for the transaction or asked you to pay a deposit,"1=Yes
2=No",,
MM40_7,MM40.7.Was the issue resolved to your satisfaction? Agent did not give all the cash that was owed,"1=Yes
2=No",,
MM40_8,MM40.8.Was the issue resolved to your satisfaction? GSM or mobile network was down,"1=Yes
2=No",,
MM40_9,MM40.9.Was the issue resolved to your satisfaction? Agent system or mobile network was down,"1=Yes
2=No",,
MM40_10,MM40.10.Was the issue resolved to your satisfaction? It was very time-consuming/it took you a lot of time to do the transaction,"1=Yes
2=No",,
MM40_11,MM40.11.Was the issue resolved to your satisfaction? You did not get a receipt,"1=Yes
2=No",,
MM40_12,MM40.12.Was the issue resolved to your satisfaction? Agent charged you for depositing money ,"1=Yes
2=No",,
MM40_13,MM40.13.Was the issue resolved to your satisfaction? Agent asked for your PIN number,"1=Yes
2=No",,
MM40_14,MM40.14.Was the issue resolved to your satisfaction? Agent was dismissive of women,"1=Yes
2=No",,
MM40_15,MM40.15.Was the issue resolved to your satisfaction? Agent committed fraud,"1=Yes
2=No",,
MM40_16,MM40.16.Was the issue resolved to your satisfaction? Agent’s place was not secure/there were suspicious people at agent’s place,"1=Yes
2=No",,
MM40_17,MM40.17.Was the issue resolved to your satisfaction? Agent shared your personal/account information with other people without your knowledge/permission,"1=Yes
2=No",,
MM40_18,MM40.18.Was the issue resolved to your satisfaction? Agent refused to do the transaction because you did not have your ID,"1=Yes
2=No",,
MM40_96,MM40.96.Was the issue resolved to your satisfaction? Other (specify) ,"1=Yes
2=No",,
MM41,"MM41.When a mobile money transaction goes wrong, who do you go most frequently to help you resolve the problem?","1=Resolve it yourself
2=Mobile money agent
3=Mobile money provider/customer service
4=Family member
5=Friend or neighbor
7=Mobile money transactions never go wrong
96=Other(specify)",,
MM42_1,"MM42.1.Tell me if you strongly agree, agree,disagree or strongly disagree with the following statements? Mobile money allows you to keep money on your phone  ","1=Strongly Agree
2=Agree
3=Disagree
4=Strongly disagree",,
MM42_2,"MM42.2.Tell me if you strongly agree, agree,disagree or strongly disagree with the following statements? Mobile money allows you to get a loan","1=Strongly Agree
2=Agree
3=Disagree
4=Strongly disagree",,
MM42_3,"MM42.3.Tell me if you strongly agree, agree,disagree or strongly disagree with the following statements? You can deposit and withdraw in cash using mobile money","1=Strongly Agree
2=Agree
3=Disagree
4=Strongly disagree",,
MM42_4,"MM42.4.Tell me if you strongly agree, agree,disagree or strongly disagree with the following statements? You can send money to someone using mobile money","1=Strongly Agree
2=Agree
3=Disagree
4=Strongly disagree",,
MM42_5,"MM42.5.Tell me if you strongly agree, agree,disagree or strongly disagree with the following statements? You can save money on a mobile phone","1=Strongly Agree
2=Agree
3=Disagree
4=Strongly disagree",,
MM42_6,"MM42.6.Tell me if you strongly agree, agree,disagree or strongly disagree with the following statements? You can pay for goods and services through your mobile phone","1=Strongly Agree
2=Agree
3=Disagree
4=Strongly disagree",,
MMP1_1,MMP1.1.Have you ever used this mobile banking product? Paytm ,"1=Yes
2=No",,
MMP1_2,MMP1.2.Have you ever used this mobile banking product? MobikWik ,"1=Yes
2=No",,
MMP1_3,MMP1.3.Have you ever used this mobile banking product? PayUmoney ,"1=Yes
2=No",,
MMP1_4,MMP1.4.Have you ever used this mobile banking product? Freecharge ,"1=Yes
2=No",,
